transaction_id,Date,customer_id,Gender,Age,product_category,Quantity,price_per_unit,total_amount,season
338,"2023-07-26 00:00:00",CUST338,Male,54,Beauty,2,50,100,NULL
339,"2023-03-03 00:00:00",CUST339,Female,22,Electronics,2,25,50,NULL
340,"2023-10-19 00:00:00",CUST340,Female,36,Clothing,4,300,1200,NULL
341,"2023-05-07 00:00:00",CUST341,Male,31,Clothing,4,50,200,NULL
342,"2023-10-24 00:00:00",CUST342,Female,43,Clothing,4,500,2000,NULL
343,"2023-11-01 00:00:00",CUST343,Male,21,Electronics,2,25,50,NULL
344,"2023-01-21 00:00:00",CUST344,Female,42,Beauty,1,30,30,NULL
345,"2023-11-14 00:00:00",CUST345,Male,62,Electronics,1,30,30,NULL
346,"2023-02-11 00:00:00",CUST346,Male,59,Clothing,2,500,1000,NULL
347,"2023-08-03 00:00:00",CUST347,Male,42,Electronics,1,25,25,NULL
348,"2023-12-03 00:00:00",CUST348,Female,35,Electronics,2,300,600,NULL
349,"2023-10-26 00:00:00",CUST349,Female,57,Beauty,1,50,50,NULL
350,"2023-10-17 00:00:00",CUST350,Male,25,Beauty,3,25,75,NULL
351,"2023-09-25 00:00:00",CUST351,Female,56,Clothing,3,30,90,NULL
352,"2023-06-11 00:00:00",CUST352,Male,57,Electronics,2,500,1000,NULL
353,"2023-05-14 00:00:00",CUST353,Male,31,Electronics,1,500,500,NULL
354,"2023-04-15 00:00:00",CUST354,Female,49,Beauty,4,50,200,NULL
355,"2023-12-09 00:00:00",CUST355,Female,55,Electronics,1,500,500,NULL
356,"2023-06-10 00:00:00",CUST356,Male,50,Electronics,3,500,1500,NULL
357,"2023-05-03 00:00:00",CUST357,Female,40,Electronics,3,25,75,NULL
358,"2023-05-16 00:00:00",CUST358,Female,32,Beauty,1,300,300,NULL
359,"2023-07-22 00:00:00",CUST359,Male,50,Clothing,1,50,50,NULL
360,"2023-03-09 00:00:00",CUST360,Male,42,Clothing,4,25,100,NULL
361,"2023-12-10 00:00:00",CUST361,Female,34,Electronics,4,300,1200,NULL
362,"2023-11-27 00:00:00",CUST362,Male,50,Clothing,1,25,25,NULL
363,"2023-06-03 00:00:00",CUST363,Male,64,Beauty,1,25,25,NULL
364,"2023-08-23 00:00:00",CUST364,Female,19,Beauty,1,500,500,NULL
365,"2023-06-11 00:00:00",CUST365,Male,31,Clothing,1,300,300,NULL
366,"2023-02-07 00:00:00",CUST366,Male,57,Clothing,2,50,100,NULL
367,"2023-01-05 00:00:00",CUST367,Female,57,Electronics,1,50,50,NULL
368,"2023-08-23 00:00:00",CUST368,Female,56,Clothing,4,300,1200,NULL
369,"2023-11-15 00:00:00",CUST369,Male,23,Electronics,3,500,1500,NULL
370,"2023-10-16 00:00:00",CUST370,Male,23,Electronics,2,30,60,NULL
371,"2023-02-21 00:00:00",CUST371,Female,20,Beauty,1,25,25,NULL
372,"2023-02-07 00:00:00",CUST372,Female,24,Beauty,3,500,1500,NULL
373,"2023-10-03 00:00:00",CUST373,Female,25,Beauty,2,300,600,NULL
374,"2023-04-20 00:00:00",CUST374,Female,59,Beauty,3,25,75,NULL
375,"2023-09-17 00:00:00",CUST375,Male,32,Clothing,1,50,50,NULL
376,"2023-05-16 00:00:00",CUST376,Female,64,Beauty,1,30,30,NULL
377,"2023-03-09 00:00:00",CUST377,Female,46,Clothing,4,50,200,NULL
378,"2023-06-28 00:00:00",CUST378,Male,50,Beauty,1,300,300,NULL
379,"2023-02-05 00:00:00",CUST379,Female,47,Clothing,1,25,25,NULL
380,"2023-05-06 00:00:00",CUST380,Male,56,Electronics,2,300,600,NULL
381,"2023-07-09 00:00:00",CUST381,Female,44,Clothing,4,25,100,NULL
382,"2023-05-26 00:00:00",CUST382,Female,53,Clothing,2,500,1000,NULL
383,"2023-03-22 00:00:00",CUST383,Female,46,Beauty,3,30,90,NULL
384,"2023-08-13 00:00:00",CUST384,Male,55,Clothing,1,500,500,NULL
385,"2023-10-06 00:00:00",CUST385,Male,50,Electronics,3,500,1500,NULL
386,"2023-12-27 00:00:00",CUST386,Female,54,Electronics,2,300,600,NULL
387,"2023-06-04 00:00:00",CUST387,Male,44,Beauty,1,30,30,NULL
388,"2023-11-10 00:00:00",CUST388,Male,50,Electronics,1,25,25,NULL
389,"2023-12-01 00:00:00",CUST389,Male,21,Clothing,2,25,50,NULL
390,"2023-09-28 00:00:00",CUST390,Male,39,Electronics,2,50,100,NULL
391,"2023-01-05 00:00:00",CUST391,Male,19,Beauty,2,25,50,NULL
392,"2023-12-08 00:00:00",CUST392,Male,27,Clothing,2,300,600,NULL
393,"2023-10-11 00:00:00",CUST393,Female,22,Beauty,2,500,1000,NULL
394,"2023-06-03 00:00:00",CUST394,Female,27,Clothing,1,500,500,NULL
395,"2023-12-06 00:00:00",CUST395,Male,50,Electronics,2,500,1000,NULL
396,"2023-02-23 00:00:00",CUST396,Female,55,Beauty,1,30,30,NULL
397,"2023-03-10 00:00:00",CUST397,Female,30,Beauty,1,25,25,NULL
398,"2023-05-16 00:00:00",CUST398,Female,48,Clothing,2,300,600,NULL
399,"2023-03-01 00:00:00",CUST399,Female,64,Beauty,2,30,60,NULL
400,"2023-02-24 00:00:00",CUST400,Male,53,Clothing,4,50,200,NULL
401,"2023-10-11 00:00:00",CUST401,Female,62,Clothing,1,300,300,NULL
402,"2023-03-21 00:00:00",CUST402,Female,41,Clothing,2,300,600,NULL
403,"2023-05-20 00:00:00",CUST403,Male,32,Clothing,2,300,600,NULL
404,"2023-05-25 00:00:00",CUST404,Male,46,Electronics,2,500,1000,NULL
405,"2023-11-06 00:00:00",CUST405,Female,25,Clothing,4,300,1200,NULL
406,"2023-04-18 00:00:00",CUST406,Female,22,Beauty,4,25,100,NULL
407,"2023-06-25 00:00:00",CUST407,Female,46,Electronics,3,300,900,NULL
408,"2023-04-15 00:00:00",CUST408,Female,64,Beauty,1,500,500,NULL
409,"2023-12-18 00:00:00",CUST409,Female,21,Electronics,3,300,900,NULL
410,"2023-11-21 00:00:00",CUST410,Female,29,Clothing,2,50,100,NULL
411,"2023-05-16 00:00:00",CUST411,Male,62,Electronics,4,50,200,NULL
412,"2023-09-16 00:00:00",CUST412,Female,19,Electronics,4,500,2000,NULL
413,"2023-09-08 00:00:00",CUST413,Female,44,Beauty,3,25,75,NULL
414,"2023-05-09 00:00:00",CUST414,Male,48,Beauty,4,25,100,NULL
415,"2023-01-27 00:00:00",CUST415,Male,53,Clothing,2,30,60,NULL
416,"2023-02-17 00:00:00",CUST416,Male,53,Electronics,4,500,2000,NULL
417,"2023-11-21 00:00:00",CUST417,Male,43,Electronics,3,300,900,NULL
418,"2023-08-05 00:00:00",CUST418,Female,60,Electronics,2,500,1000,NULL
419,"2023-05-22 00:00:00",CUST419,Female,44,Clothing,3,30,90,NULL
420,"2023-01-23 00:00:00",CUST420,Female,22,Clothing,4,500,2000,NULL
421,"2023-01-02 00:00:00",CUST421,Female,37,Clothing,3,500,1500,NULL
422,"2023-06-20 00:00:00",CUST422,Female,28,Clothing,3,30,90,NULL
423,"2023-03-08 00:00:00",CUST423,Female,27,Clothing,1,25,25,NULL
424,"2023-11-23 00:00:00",CUST424,Male,57,Beauty,4,300,1200,NULL
425,"2023-05-15 00:00:00",CUST425,Female,55,Electronics,4,30,120,NULL
426,"2023-03-24 00:00:00",CUST426,Male,23,Electronics,3,50,150,NULL
427,"2023-08-15 00:00:00",CUST427,Male,25,Electronics,1,25,25,NULL
428,"2023-10-10 00:00:00",CUST428,Female,40,Electronics,4,50,200,NULL
429,"2023-12-28 00:00:00",CUST429,Male,64,Electronics,2,25,50,NULL
430,"2023-08-07 00:00:00",CUST430,Female,43,Electronics,3,300,900,NULL
431,"2023-10-15 00:00:00",CUST431,Male,63,Electronics,4,300,1200,NULL
432,"2023-01-05 00:00:00",CUST432,Female,60,Electronics,2,500,1000,NULL
433,"2023-02-27 00:00:00",CUST433,Male,29,Beauty,4,50,200,NULL
434,"2023-02-08 00:00:00",CUST434,Female,43,Electronics,2,25,50,NULL
435,"2023-12-20 00:00:00",CUST435,Female,30,Beauty,3,300,900,NULL
436,"2023-03-18 00:00:00",CUST436,Female,57,Clothing,4,30,120,NULL
437,"2023-10-07 00:00:00",CUST437,Female,35,Electronics,4,300,1200,NULL
438,"2023-01-19 00:00:00",CUST438,Female,42,Clothing,1,30,30,NULL
439,"2023-07-09 00:00:00",CUST439,Male,50,Clothing,3,25,75,NULL
440,"2023-10-26 00:00:00",CUST440,Male,64,Clothing,2,300,600,NULL
441,"2023-10-10 00:00:00",CUST441,Male,57,Beauty,4,300,1200,NULL
442,"2023-03-17 00:00:00",CUST442,Female,60,Clothing,4,25,100,NULL
443,"2023-08-09 00:00:00",CUST443,Male,29,Clothing,2,300,600,NULL
444,"2023-03-07 00:00:00",CUST444,Female,61,Clothing,3,30,90,NULL
445,"2023-01-22 00:00:00",CUST445,Female,53,Electronics,1,300,300,NULL
446,"2023-06-07 00:00:00",CUST446,Male,21,Electronics,1,50,50,NULL
447,"2023-07-06 00:00:00",CUST447,Male,22,Beauty,4,500,2000,NULL
448,"2023-01-21 00:00:00",CUST448,Female,54,Beauty,2,30,60,NULL
449,"2023-07-03 00:00:00",CUST449,Male,25,Electronics,4,50,200,NULL
450,"2023-04-18 00:00:00",CUST450,Female,59,Beauty,2,25,50,NULL
451,"2023-12-16 00:00:00",CUST451,Female,45,Electronics,1,30,30,NULL
452,"2023-05-08 00:00:00",CUST452,Female,48,Clothing,3,500,1500,NULL
453,"2023-12-08 00:00:00",CUST453,Female,26,Clothing,2,500,1000,NULL
454,"2023-02-22 00:00:00",CUST454,Female,46,Beauty,1,25,25,NULL
455,"2023-07-01 00:00:00",CUST455,Male,31,Electronics,4,25,100,NULL
456,"2023-10-14 00:00:00",CUST456,Male,57,Electronics,2,30,60,NULL
457,"2023-07-28 00:00:00",CUST457,Female,58,Beauty,3,300,900,NULL
458,"2023-11-14 00:00:00",CUST458,Female,39,Electronics,4,25,100,NULL
459,"2023-03-21 00:00:00",CUST459,Male,28,Clothing,4,300,1200,NULL
460,"2023-05-02 00:00:00",CUST460,Male,40,Beauty,1,50,50,NULL
461,"2023-03-25 00:00:00",CUST461,Female,18,Beauty,2,500,1000,NULL
462,"2023-04-01 00:00:00",CUST462,Male,63,Electronics,4,300,1200,NULL
463,"2023-07-31 00:00:00",CUST463,Female,54,Beauty,3,500,1500,NULL
464,"2023-01-13 00:00:00",CUST464,Male,38,Electronics,2,300,600,NULL
465,"2023-04-02 00:00:00",CUST465,Female,43,Electronics,3,50,150,NULL
466,"2023-06-20 00:00:00",CUST466,Male,63,Electronics,4,25,100,NULL
467,"2023-07-30 00:00:00",CUST467,Female,53,Electronics,3,50,150,NULL
468,"2023-12-09 00:00:00",CUST468,Male,40,Electronics,1,25,25,NULL
469,"2023-05-08 00:00:00",CUST469,Male,18,Beauty,3,25,75,NULL
470,"2023-05-17 00:00:00",CUST470,Female,57,Clothing,2,500,1000,NULL
471,"2023-03-23 00:00:00",CUST471,Male,32,Clothing,3,50,150,NULL
472,"2023-12-26 00:00:00",CUST472,Female,38,Beauty,3,300,900,NULL
473,"2023-02-25 00:00:00",CUST473,Male,64,Beauty,1,50,50,NULL
474,"2023-07-15 00:00:00",CUST474,Female,26,Clothing,3,500,1500,NULL
475,"2023-01-20 00:00:00",CUST475,Male,26,Clothing,3,25,75,NULL
476,"2023-08-29 00:00:00",CUST476,Female,27,Clothing,4,500,2000,NULL
477,"2023-04-24 00:00:00",CUST477,Male,43,Clothing,4,30,120,NULL
478,"2023-04-13 00:00:00",CUST478,Female,58,Clothing,2,30,60,NULL
479,"2023-08-24 00:00:00",CUST479,Male,52,Electronics,4,300,1200,NULL
480,"2023-06-29 00:00:00",CUST480,Female,42,Beauty,4,500,2000,NULL
481,"2023-06-06 00:00:00",CUST481,Female,43,Electronics,4,300,1200,NULL
482,"2023-04-27 00:00:00",CUST482,Female,28,Clothing,4,300,1200,NULL
483,"2023-04-25 00:00:00",CUST483,Male,55,Clothing,1,30,30,NULL
484,"2023-01-13 00:00:00",CUST484,Female,19,Clothing,4,300,1200,NULL
485,"2023-12-04 00:00:00",CUST485,Male,24,Electronics,1,30,30,NULL
486,"2023-04-09 00:00:00",CUST486,Female,35,Electronics,1,25,25,NULL
487,"2023-07-24 00:00:00",CUST487,Male,44,Clothing,4,500,2000,NULL
488,"2023-06-18 00:00:00",CUST488,Female,51,Electronics,3,300,900,NULL
489,"2023-05-23 00:00:00",CUST489,Male,44,Electronics,1,30,30,NULL
490,"2023-02-05 00:00:00",CUST490,Male,34,Clothing,3,50,150,NULL
491,"2023-05-23 00:00:00",CUST491,Female,60,Electronics,3,300,900,NULL
492,"2023-06-29 00:00:00",CUST492,Male,61,Beauty,4,25,100,NULL
493,"2023-11-25 00:00:00",CUST493,Male,41,Beauty,2,25,50,NULL
494,"2023-09-18 00:00:00",CUST494,Female,42,Beauty,4,50,200,NULL
495,"2023-07-24 00:00:00",CUST495,Male,24,Beauty,2,30,60,NULL
496,"2023-12-14 00:00:00",CUST496,Male,23,Clothing,2,300,600,NULL
497,"2023-10-02 00:00:00",CUST497,Male,41,Clothing,4,30,120,NULL
498,"2023-06-19 00:00:00",CUST498,Female,50,Clothing,4,25,100,NULL
499,"2023-01-15 00:00:00",CUST499,Male,46,Beauty,2,30,60,NULL
500,"2023-03-01 00:00:00",CUST500,Female,60,Beauty,4,25,100,NULL
501,"2023-05-14 00:00:00",CUST501,Male,39,Electronics,2,30,60,NULL
502,"2023-04-02 00:00:00",CUST502,Male,43,Electronics,3,50,150,NULL
503,"2023-10-25 00:00:00",CUST503,Male,45,Beauty,4,500,2000,NULL
504,"2023-05-16 00:00:00",CUST504,Female,38,Beauty,3,50,150,NULL
505,"2023-01-20 00:00:00",CUST505,Male,24,Beauty,1,50,50,NULL
506,"2023-02-25 00:00:00",CUST506,Male,34,Beauty,3,500,1500,NULL
507,"2023-11-02 00:00:00",CUST507,Female,37,Electronics,3,500,1500,NULL
508,"2023-08-11 00:00:00",CUST508,Male,58,Beauty,2,300,600,NULL
509,"2023-06-26 00:00:00",CUST509,Female,37,Electronics,3,300,900,NULL
510,"2023-06-10 00:00:00",CUST510,Female,39,Beauty,4,50,200,NULL
511,"2023-08-12 00:00:00",CUST511,Male,45,Beauty,2,50,100,NULL
512,"2023-11-07 00:00:00",CUST512,Female,57,Beauty,1,25,25,NULL
513,"2023-09-19 00:00:00",CUST513,Male,24,Electronics,4,25,100,NULL
514,"2023-03-01 00:00:00",CUST514,Female,18,Electronics,1,300,300,NULL
515,"2023-07-17 00:00:00",CUST515,Female,49,Clothing,3,300,900,NULL
516,"2023-10-23 00:00:00",CUST516,Male,30,Beauty,4,25,100,NULL
517,"2023-04-08 00:00:00",CUST517,Female,47,Clothing,4,25,100,NULL
518,"2023-05-11 00:00:00",CUST518,Female,40,Clothing,1,30,30,NULL
519,"2023-01-23 00:00:00",CUST519,Female,36,Electronics,4,30,120,NULL
520,"2023-12-29 00:00:00",CUST520,Female,49,Electronics,4,25,100,NULL
521,"2023-08-12 00:00:00",CUST521,Female,47,Clothing,4,30,120,NULL
522,"2023-01-01 00:00:00",CUST522,Male,46,Beauty,3,500,1500,NULL
523,"2023-09-24 00:00:00",CUST523,Female,62,Electronics,1,300,300,NULL
524,"2023-10-03 00:00:00",CUST524,Male,46,Beauty,4,300,1200,NULL
525,"2023-12-18 00:00:00",CUST525,Female,47,Beauty,2,25,50,NULL
526,"2023-12-10 00:00:00",CUST526,Male,33,Clothing,2,50,100,NULL
527,"2023-04-11 00:00:00",CUST527,Male,57,Clothing,2,25,50,NULL
528,"2023-07-06 00:00:00",CUST528,Female,36,Clothing,2,30,60,NULL
529,"2023-08-09 00:00:00",CUST529,Female,35,Clothing,3,50,150,NULL
530,"2023-02-05 00:00:00",CUST530,Female,18,Electronics,4,30,120,NULL
531,"2023-12-07 00:00:00",CUST531,Male,31,Electronics,1,500,500,NULL
532,"2023-06-19 00:00:00",CUST532,Female,64,Clothing,4,30,120,NULL
533,"2023-11-16 00:00:00",CUST533,Male,19,Electronics,3,500,1500,NULL
534,"2023-06-10 00:00:00",CUST534,Male,45,Clothing,2,500,1000,NULL
535,"2023-12-06 00:00:00",CUST535,Male,47,Beauty,3,30,90,NULL
536,"2023-03-05 00:00:00",CUST536,Female,55,Beauty,4,30,120,NULL
537,"2023-06-03 00:00:00",CUST537,Female,21,Beauty,1,500,500,NULL
538,"2023-09-17 00:00:00",CUST538,Male,18,Clothing,3,50,150,NULL
539,"2023-06-08 00:00:00",CUST539,Male,25,Beauty,1,500,500,NULL
540,"2023-12-08 00:00:00",CUST540,Female,46,Electronics,3,300,900,NULL
541,"2023-07-29 00:00:00",CUST541,Male,56,Beauty,1,500,500,NULL
542,"2023-06-17 00:00:00",CUST542,Female,20,Beauty,1,50,50,NULL
543,"2023-07-26 00:00:00",CUST543,Male,49,Beauty,2,300,600,NULL
544,"2023-12-23 00:00:00",CUST544,Female,27,Electronics,1,25,25,NULL
545,"2023-06-01 00:00:00",CUST545,Male,27,Clothing,2,25,50,NULL
546,"2023-10-11 00:00:00",CUST546,Female,36,Electronics,4,50,200,NULL
547,"2023-03-07 00:00:00",CUST547,Male,63,Clothing,4,500,2000,NULL
548,"2023-04-09 00:00:00",CUST548,Female,51,Clothing,2,30,60,NULL
549,"2023-08-04 00:00:00",CUST549,Female,50,Beauty,2,50,100,NULL
550,"2023-12-07 00:00:00",CUST550,Male,40,Clothing,3,300,900,NULL
551,"2023-07-14 00:00:00",CUST551,Male,45,Electronics,3,300,900,NULL
552,"2023-12-13 00:00:00",CUST552,Female,49,Electronics,3,25,75,NULL
553,"2023-03-31 00:00:00",CUST553,Male,24,Clothing,4,300,1200,NULL
554,"2023-11-12 00:00:00",CUST554,Female,46,Beauty,3,50,150,NULL
555,"2023-10-19 00:00:00",CUST555,Male,25,Beauty,1,300,300,NULL
556,"2023-06-04 00:00:00",CUST556,Female,18,Electronics,1,50,50,NULL
557,"2023-07-27 00:00:00",CUST557,Female,20,Beauty,3,30,90,NULL
558,"2023-10-08 00:00:00",CUST558,Female,41,Clothing,1,25,25,NULL
559,"2023-01-01 00:00:00",CUST559,Female,40,Clothing,4,300,1200,NULL
560,"2023-06-05 00:00:00",CUST560,Female,25,Electronics,1,50,50,NULL
561,"2023-05-27 00:00:00",CUST561,Female,64,Clothing,4,500,2000,NULL
562,"2023-04-18 00:00:00",CUST562,Male,54,Electronics,2,25,50,NULL
563,"2023-08-09 00:00:00",CUST563,Male,20,Clothing,2,30,60,NULL
564,"2023-10-24 00:00:00",CUST564,Male,50,Electronics,2,50,100,NULL
565,"2023-11-07 00:00:00",CUST565,Female,45,Beauty,2,30,60,NULL
566,"2023-12-02 00:00:00",CUST566,Female,64,Clothing,1,30,30,NULL
567,"2023-06-14 00:00:00",CUST567,Female,25,Clothing,3,300,900,NULL
568,"2023-08-27 00:00:00",CUST568,Female,51,Electronics,1,300,300,NULL
569,"2023-08-15 00:00:00",CUST569,Male,52,Electronics,4,50,200,NULL
570,"2023-08-15 00:00:00",CUST570,Male,49,Clothing,1,500,500,NULL
571,"2023-12-12 00:00:00",CUST571,Female,41,Electronics,1,50,50,NULL
572,"2023-04-20 00:00:00",CUST572,Male,31,Clothing,4,500,2000,NULL
573,"2023-09-19 00:00:00",CUST573,Male,49,Beauty,2,30,60,NULL
574,"2023-08-31 00:00:00",CUST574,Female,63,Electronics,2,25,50,NULL
575,"2023-03-28 00:00:00",CUST575,Male,60,Clothing,2,50,100,NULL
576,"2023-12-04 00:00:00",CUST576,Female,33,Beauty,3,50,150,NULL
577,"2023-02-13 00:00:00",CUST577,Male,21,Beauty,4,500,2000,NULL
578,"2023-05-26 00:00:00",CUST578,Female,54,Clothing,4,30,120,NULL
579,"2023-09-21 00:00:00",CUST579,Female,38,Electronics,1,30,30,NULL
580,"2023-12-06 00:00:00",CUST580,Female,31,Clothing,3,500,1500,NULL
581,"2023-11-21 00:00:00",CUST581,Female,48,Beauty,2,30,60,NULL
582,"2023-11-14 00:00:00",CUST582,Male,35,Clothing,3,300,900,NULL
583,"2023-06-21 00:00:00",CUST583,Female,24,Electronics,4,25,100,NULL
584,"2023-02-17 00:00:00",CUST584,Female,27,Beauty,4,50,200,NULL
585,"2023-05-01 00:00:00",CUST585,Female,24,Clothing,1,25,25,NULL
586,"2023-12-11 00:00:00",CUST586,Male,50,Electronics,1,50,50,NULL
587,"2023-06-08 00:00:00",CUST587,Female,40,Beauty,4,300,1200,NULL
588,"2023-04-26 00:00:00",CUST588,Male,38,Electronics,2,30,60,NULL
589,"2023-04-12 00:00:00",CUST589,Female,36,Beauty,2,500,1000,NULL
590,"2023-03-17 00:00:00",CUST590,Male,36,Clothing,3,300,900,NULL
591,"2023-01-13 00:00:00",CUST591,Male,53,Electronics,4,25,100,NULL
592,"2023-01-24 00:00:00",CUST592,Female,46,Beauty,4,500,2000,NULL
593,"2023-05-06 00:00:00",CUST593,Male,35,Electronics,2,30,60,NULL
594,"2023-09-01 00:00:00",CUST594,Female,19,Electronics,2,300,600,NULL
595,"2023-11-09 00:00:00",CUST595,Female,18,Clothing,4,500,2000,NULL
596,"2023-02-07 00:00:00",CUST596,Female,64,Electronics,1,300,300,NULL
597,"2023-08-22 00:00:00",CUST597,Male,22,Beauty,4,300,1200,NULL
598,"2023-08-01 00:00:00",CUST598,Male,37,Beauty,4,30,120,NULL
599,"2023-11-19 00:00:00",CUST599,Female,28,Beauty,2,50,100,NULL
600,"2023-10-22 00:00:00",CUST600,Female,59,Beauty,2,500,1000,NULL
601,"2023-04-10 00:00:00",CUST601,Male,19,Clothing,1,30,30,NULL
602,"2023-12-23 00:00:00",CUST602,Female,20,Electronics,1,300,300,NULL
603,"2023-07-16 00:00:00",CUST603,Female,40,Clothing,3,30,90,NULL
604,"2023-09-11 00:00:00",CUST604,Female,29,Electronics,4,50,200,NULL
605,"2023-07-24 00:00:00",CUST605,Male,37,Electronics,2,500,1000,NULL
606,"2023-05-05 00:00:00",CUST606,Male,22,Electronics,1,50,50,NULL
607,"2023-03-17 00:00:00",CUST607,Male,54,Clothing,3,25,75,NULL
608,"2023-12-02 00:00:00",CUST608,Female,55,Electronics,3,500,1500,NULL
609,"2023-12-19 00:00:00",CUST609,Female,47,Clothing,2,50,100,NULL
610,"2023-01-03 00:00:00",CUST610,Female,26,Beauty,2,300,600,NULL
611,"2023-02-24 00:00:00",CUST611,Male,51,Beauty,3,500,1500,NULL
612,"2023-08-06 00:00:00",CUST612,Female,61,Electronics,1,500,500,NULL
613,"2023-04-23 00:00:00",CUST613,Female,52,Clothing,3,30,90,NULL
614,"2023-04-01 00:00:00",CUST614,Female,39,Beauty,4,300,1200,NULL
615,"2023-12-23 00:00:00",CUST615,Female,61,Clothing,4,25,100,NULL
616,"2023-09-23 00:00:00",CUST616,Male,41,Clothing,2,50,100,NULL
617,"2023-08-26 00:00:00",CUST617,Male,34,Electronics,1,30,30,NULL
618,"2023-01-26 00:00:00",CUST618,Female,27,Beauty,1,50,50,NULL
619,"2023-10-13 00:00:00",CUST619,Male,47,Electronics,4,25,100,NULL
620,"2023-05-08 00:00:00",CUST620,Male,63,Electronics,3,25,75,NULL
621,"2023-03-04 00:00:00",CUST621,Female,40,Beauty,2,500,1000,NULL
622,"2023-08-22 00:00:00",CUST622,Female,49,Beauty,3,25,75,NULL
623,"2023-03-10 00:00:00",CUST623,Male,34,Clothing,3,50,150,NULL
624,"2023-08-26 00:00:00",CUST624,Female,34,Beauty,3,300,900,NULL
625,"2023-12-08 00:00:00",CUST625,Male,31,Clothing,1,300,300,NULL
626,"2023-09-29 00:00:00",CUST626,Female,26,Clothing,4,500,2000,NULL
627,"2023-10-14 00:00:00",CUST627,Male,57,Clothing,1,50,50,NULL
628,"2023-11-01 00:00:00",CUST628,Female,19,Beauty,4,50,200,NULL
629,"2023-06-12 00:00:00",CUST629,Male,62,Electronics,2,25,50,NULL
630,"2023-08-15 00:00:00",CUST630,Male,42,Clothing,2,50,100,NULL
631,"2023-11-10 00:00:00",CUST631,Male,56,Electronics,3,30,90,NULL
632,"2023-09-16 00:00:00",CUST632,Female,26,Electronics,4,25,100,NULL
633,"2023-08-07 00:00:00",CUST633,Male,39,Beauty,4,30,120,NULL
634,"2023-10-08 00:00:00",CUST634,Male,60,Electronics,4,500,2000,NULL
635,"2023-08-17 00:00:00",CUST635,Female,63,Electronics,3,300,900,NULL
636,"2023-03-23 00:00:00",CUST636,Female,21,Beauty,3,500,1500,NULL
637,"2023-09-01 00:00:00",CUST637,Male,43,Clothing,2,300,600,NULL
638,"2023-08-19 00:00:00",CUST638,Male,46,Electronics,1,500,500,NULL
639,"2023-05-13 00:00:00",CUST639,Female,62,Beauty,4,50,200,NULL
640,"2023-05-07 00:00:00",CUST640,Female,51,Electronics,4,30,120,NULL
641,"2023-11-23 00:00:00",CUST641,Female,40,Electronics,1,300,300,NULL
642,"2023-05-22 00:00:00",CUST642,Female,54,Clothing,4,25,100,NULL
643,"2023-09-24 00:00:00",CUST643,Female,28,Electronics,3,30,90,NULL
644,"2023-09-06 00:00:00",CUST644,Male,23,Beauty,3,25,75,NULL
645,"2023-11-17 00:00:00",CUST645,Female,35,Electronics,4,30,120,NULL
646,"2023-05-03 00:00:00",CUST646,Male,38,Clothing,3,30,90,NULL
647,"2023-05-21 00:00:00",CUST647,Male,59,Clothing,3,500,1500,NULL
648,"2023-08-14 00:00:00",CUST648,Male,53,Beauty,4,300,1200,NULL
649,"2023-02-09 00:00:00",CUST649,Female,58,Clothing,2,300,600,NULL
650,"2024-01-01 00:00:00",CUST650,Male,55,Electronics,1,30,30,NULL
651,"2023-05-27 00:00:00",CUST651,Male,51,Clothing,3,50,150,NULL
652,"2023-05-01 00:00:00",CUST652,Female,34,Beauty,2,50,100,NULL
653,"2023-05-20 00:00:00",CUST653,Male,54,Clothing,3,25,75,NULL
654,"2023-06-21 00:00:00",CUST654,Male,42,Clothing,3,25,75,NULL
655,"2023-06-13 00:00:00",CUST655,Female,55,Clothing,1,500,500,NULL
656,"2023-10-04 00:00:00",CUST656,Male,29,Beauty,3,30,90,NULL
657,"2023-02-11 00:00:00",CUST657,Male,40,Clothing,1,25,25,NULL
658,"2023-03-12 00:00:00",CUST658,Male,59,Clothing,1,25,25,NULL
659,"2023-03-19 00:00:00",CUST659,Female,39,Electronics,1,30,30,NULL
660,"2023-04-29 00:00:00",CUST660,Female,38,Beauty,2,500,1000,NULL
661,"2023-07-16 00:00:00",CUST661,Female,44,Clothing,4,25,100,NULL
662,"2023-12-22 00:00:00",CUST662,Male,48,Beauty,2,500,1000,NULL
663,"2023-03-20 00:00:00",CUST663,Male,23,Clothing,4,300,1200,NULL
664,"2023-12-28 00:00:00",CUST664,Female,44,Clothing,4,500,2000,NULL
665,"2023-04-20 00:00:00",CUST665,Male,57,Clothing,1,50,50,NULL
666,"2023-02-02 00:00:00",CUST666,Male,51,Electronics,3,50,150,NULL
667,"2023-08-01 00:00:00",CUST667,Female,29,Electronics,1,500,500,NULL
668,"2023-07-28 00:00:00",CUST668,Female,62,Electronics,3,50,150,NULL
669,"2023-06-19 00:00:00",CUST669,Male,24,Beauty,4,300,1200,NULL
670,"2023-10-05 00:00:00",CUST670,Male,27,Beauty,1,30,30,NULL
671,"2023-08-27 00:00:00",CUST671,Male,62,Electronics,3,50,150,NULL
672,"2023-08-01 00:00:00",CUST672,Female,34,Beauty,2,50,100,NULL
673,"2023-02-01 00:00:00",CUST673,Female,43,Clothing,3,500,1500,NULL
674,"2023-04-16 00:00:00",CUST674,Female,38,Clothing,1,300,300,NULL
675,"2023-08-04 00:00:00",CUST675,Female,45,Clothing,2,30,60,NULL
